# data1
 22954 23014.4
 22471.6 23023.8
 23357.1 23041.9
 22477.4 23051.1
 23031.6 23065.7
 23387.4 23083.6
 23031.8 23097.9
 22751.7 23109.2
 23246.3 23125.4
 23115.3 23140
 24077.3 23164.1
 23200.9 23179.4
 23525.5 23197.7
 23406.7 23214.6
 22951.1 23226.9
 22846.6 23238
 22671.4 23247.2
 23669.2 23266.2
 22547.1 23273.8
 21678.8 23272.6
 22628.6 23280.7
 22754.2 23290
 22007.4 23291.6
 23040.2 23303.5
 22567.7 23310.4
 23008.4 23321.6
 22922.7 23331.8
 22675.3 23339.4
 22978.1 23349.9
 23444.1 23364.9
 23203.5 23377.4
 22640.4 23384.1
 23716.2 23401.4
 23418 23415.6
 22847.4 23423.9
 23351.3 23437.1
 23620.8 23452.9
 23038.2 23462.7
 22872.4 23470.7
 23590.4 23485.8
 22357.9 23488.4
 22949.5 23496.7
 22779.5 23503.3
 23051.1 23512.4
 23851.6 23529.3
 23009.9 23537.8
 22812.2 23544.1
 22857.4 23550.7
 22711.5 23555.7
 22216.8 23555.7
 22520.9 23558.5
 23413.6 23570.2
 23567.4 23583.2
 22352.2 23584
 22529.1 23586.4
 23799.8 23601.4
 23094.4 23609.2
 22934 23615.3
 23724.1 23629.1
 22018.2 23625.8
 23299 23635.1
 23007.9 23641.4
 23272.8 23650.2
 22416.2 23650.3
 23573.4 23661.9
 23293.7 23670.6
 22297.1 23669.1
 22958 23674.2
 23485.5 23684.4
 22905.6 23688.6
 22806 23691.8
 22490.8 23691.7
 22947.6 23696
 22464.5 23695.4
 23388.1 23703.9
 22973.8 23708.2
 23062.9 23713.2
 22981.6 23717.3
 23024.4 23721.7
 23585.9 23731.6
 22936.1 23734.9
 23678.8 23745.5
 23566.1 23754.9
 23240.3 23760.9
 23081.3 23765.2
 23044.5 23769
 23078.5 23773.1
 22088.8 23767.1
 23510.3 23775.3
 22901.9 23777.2
 23480 23784.9
 23510.5 23792.7
 22644 23791.8
 23036.3 23794.6
 24017.4 23807.2
 22954.1 23809.1
 23402.9 23815.3
 21586.7 23803.3
 23687.7 23812.1
 22882.8 23812.9



# data2
 22954 23013.8
 22471.6 23017.6
 23357.1 23039.1
 22477.4 23042.5
 23031.6 23056.9
 23387.4 23078.1
 23031.8 23091.8
 22751.7 23099.7
 23246.3 23117.2
 23115.3 23131.8
 24077.3 23165.3
 23200.9 23180.7
 23525.5 23202.3
 23406.7 23221.2
 22951.1 23230.5
 22846.6 23237.6
 22671.4 23240.9
 23669.2 23264.1
 22547.1 23264.5
 21678.8 23247.3
 22628.6 23249.4
 22754.2 23253.9
 22007.4 23243.3
 23040.2 23253.4
 22567.7 23253.9
 23008.4 23263.1
 22922.7 23270.4
 22675.3 23272.6
 22978.1 23280.7
 23444.1 23297.9
 23203.5 23310
 22640.4 23310.6
 23716.2 23332.6
 23418 23348.3
 22847.4 23352.2
 23351.3 23366.1
 23620.8 23385.1
 23038.2 23392.1
 22872.4 23395.6
 23590.4 23413.3
 22357.9 23406
 22949.5 23410.7
 22779.5 23411.7
 23051.1 23418.2
 23851.6 23440.4
 23009.9 23445.5
 22812.2 23446.4
 22857.4 23448.2
 22711.5 23446.9
 22216.8 23435.7
 22520.9 23430.7
 23413.6 23443.5
 23567.4 23459.2
 22352.2 23450.3
 22529.1 23444.9
 23799.8 23465
 23094.4 23470.6
 22934 23472.9
 23724.1 23490.9
 22018.2 23474.4
 23299 23483.7
 23007.9 23487
 23272.8 23495.4
 22416.2 23486.6
 23573.4 23500.9
 23293.7 23509.4
 22297.1 23497.8
 22958 23499.5
 23485.5 23511.6
 22905.6 23511.9
 22806 23510.2
 22490.8 23502.1
 22947.6 23503.2
 22464.5 23494.6
 23388.1 23504.5
 22973.8 23505.9
 23062.9 23509
 22981.6 23510.4
 23024.4 23512.6
 23585.9 23525.9
 22936.1 23525.9
 23678.8 23540.7
 23566.1 23553
 23240.3 23558.6
 23081.3 23560.8
 23044.5 23562.2
 23078.5 23564.2
 22088.8 23546.3
 23510.3 23557
 22901.9 23555.4
 23480 23565.2
 23510.5 23575.5
 22644 23568.3
 23036.3 23568.9
 24017.4 23589.1
 22954.1 23587.7
 23402.9 23595.2
 21586.7 23566.3
 23687.7 23579.7
 22882.8 23576.8



# data3
 22954 23014.4
 22471.6 23017.8
 23357.1 22975.4
 22477.4 22962.8
 23031.6 22907.3
 23387.4 22868.4
 23031.8 22878.2
 22751.7 22900.4
 23246.3 22912.6
 23115.3 22956.6
 24077.3 23025.7
 23200.9 23190.6
 23525.5 23358
 23406.7 23539.3
 22951.1 23701
 22846.6 23785.1
 22671.4 23772.7
 23669.2 23660.2
 22547.1 23538.6
 21678.8 23310.4
 22628.6 22930.8
 22754.2 22526
 22007.4 22140.6
 23040.2 21756.1
 22567.7 21499.1
 23008.4 21355.9
 22922.7 21378.6
 22675.3 21553
 22978.1 21840.9
 23444.1 22244.3
 23203.5 22761.2
 22640.4 23311.6
 23716.2 23800.1
 23418 24272.3
 22847.4 24648.7
 23351.3 24846.2
 23620.8 24895
 23038.2 24810
 22872.4 24547
 23590.4 24126.4
 22357.9 23644.1
 22949.5 23043.9
 22779.5 22438.5
 23051.1 21876
 23851.6 21444.7
 23009.9 21250
 22812.2 21231.2
 22857.4 21371.1
 22711.5 21656.9
 22216.8 22040.2
 22520.9 22440.5
